dataset,video_name,segment,start_time,end_time
bolsonaro_trump,jornal_da_band,"Os detalhes com os enviados especiais aos Estados Unidos, Caian Messina e Claudinei Matosão. O presidente Jair Bolsonaro saiu da residência de hóspedes do governo americano sorrindo. Acenou para os brasileiros que o esperavam e foi para o ponto alto da viagem aos Estados Unidos, o encontro com Donald Trump. O comboio percorreu menos de 200 metros até entrar na Casa Branca, onde ele foi recebido na porta pelo anfitrião. É uma satisfação estar nos Estados Unidos, depois de algumas décadas de presidentes anti-americanos, temos muito a conversar, muita coisa a oferecer um para o outro, para o bem dos nossos povos. No salão oval, uma rápida troca de presentes. Bolsonaro ganhou uma camisa da seleção americana com o número deste ano. Em troca, deu a camisa com o 10 de Pelé. Trump afirmou que teve sorte de ver o brasileiro jogar, e Bolsonaro brincou.","20,64","74,48"
bolsonaro_trump,jornal_da_band,"Eu sou um pouco mais novo, mas também lembro do Pelé. As reuniões foram cerca de 40 minutos de reunião privada.","74,8","83,1"
bolsonaro_trump,jornal_da_band,"Donald Trump disse que apoia os esforços dos brasileiros para entrar na OCDE, organização formada por nações ricas para cooperação e discussão de políticas públicas e econômicas. Os países membros ganham um selo de investimento, que ajuda a atrair capital internacional. Em contrapartida, os Estados Unidos querem o Brasil fora do grupo que recebe tratamento organização mundial do comércio, onde os dois governos travam disputas, principalmente no agronegócio.","83,32","111,88"
bolsonaro_trump,jornal_da_band,"Após o encontro, ficou clara a prioridade de Washington, o restabelecimento da democracia na Venezuela.","112,08","118,26"
bolsonaro_trump,jornal_da_band,"O presidente americano não descarta uma intervenção militar no país. Diplomacia ou intervenção militar, presidente? Diplomacia, em primeiro lugar, até as últimas consequências. Trump repetiu que todos os esforços estão na mesa, o que ele conversou comigo reservadamente, me desculpa, mas eu não poderia conversar com vocês.","118,64","145,24"
bolsonaro_trump,jornal_da_band,"Trump defendeu a entrada do Brasil na OTAN como um aliado fora do bloco. A Organização do Tratado do Atlântico Norte é uma das entidades mais fortes do mundo em assuntos militares, e o líder americano chegou a dizer que o país poderia ganhar o status de membro permanente.","145,28","161,2"
bolsonaro_trump,jornal_da_band,Discutimos a possibilidade de o Brasil entrar como um grande aliado extra OTAN.,"161,72","170,42"
bolsonaro_trump,jornal_da_band,"A pouco, permitimos que alimentos fossem alocados em Boa Vista, capital de Roraima, por parte dos americanos, para que ajuda humanitária se fizesse presente na Venezuela. No momento, estamos nesse ponto. Agora, o que for possível, fazemos juntos para solucionar o problema da ditadura venezuelana.","171,2","197,96"
bolsonaro_trump,jornal_da_band,Os dois presidentes também discutiram acordos na área da segurança. O combate ao terrorismo e ao crime organizado é questão de maior urgência para os nossos povos. Decidimos fortalecer o Fórum Bilateral de Segurança e fazermos mais contra a lavagem de dinheiro e o narcotráfico.,"198,14","216,42"
bolsonaro_trump,jornal_da_band,"Ponto final na entrevista coletiva dos presidentes Jair Bolsonaro e Donald Trump aqui no Jardins da Casa Branca. Segundo assessores do governo dos Estados Unidos, o presidente norte-americano estava se sentindo excepcionalmente à vontade ao lado de Jair Bolsonaro, mais do que normalmente ele fica quando recebe autoridades de outros países. O filho do presidente, o deputado Eduardo Bolsonaro, participou da reunião no Salão Oval, como uma espécie de chanceler informal. Parecia um bate-papo entre velhos amigos. Estava me sentindo bem, estava tranquilo, estava relaxado. É como eu falei, o presidente Trump fez a gente se sentir em casa aqui. Certamente o presidente Bolsonaro deve convidá-la ao Brasil e vai retribuir essa gentileza, essa justiça.","216,66","260,78"
bolsonaro_trump,jornal_da_band,"No dia anterior, Bolsonaro foi entrevistado pela Fox News, emissora considerada conservadora e que apoia a Trump.","261,04","267,72"
bolsonaro_trump,jornal_da_band,Eu acreditaria. A conversa foi transmitida com tradução simultânea.,"267,94","273,36"
bolsonaro_trump,jornal_da_band,"Ele foi questionado sobre o fato do sargento reformado apontado como o assassino de Marielle Franco morar no mesmo condomínio onde ele vivia no Rio de Janeiro. Bolsonaro disse que se trata de uma coincidência e afirmou que não conhecia a vereadora antes do crime. O presidente defendeu a construção do muro entre os Estados Unidos e o México e criticou a política da França em abrir as fronteiras para receber refugiados, sem qualquer tipo de seleção ou filtro. O mais polêmico da entrevista foi quando afirmou que a maioria dos imigrantes não têm boas intenções. No final da tarde, em nova entrevista perto da Casa Branca, Bolsonaro fez um aceno ao cerca de 1 milhão de brasileiros que vivem ilegalmente e ilegalmente nos Estados Unidos. A boa parte tem boas intenções, a menor parte não. É o equívoco da minha parte, peço desculpas. Agora, tem muita gente que está ali de forma ilegal aqui. Isso é uma questão de política interna deles, não é nossa. Eu também gostaria que no Brasil só tivesse estrangeiros legalizados e não de forma ilegal como existe muita gente na situação do Brasil.","273,72","337,2"
bolsonaro_trump,jornal_da_band,"Me desculpa mais uma vez o equívoco ato falo e cometi um dia de ontem. No geral, seis ministros da comitiva brasileira comemoraram a visita.","337,2","343,76"
bolsonaro_trump,jornal_da_band,"Foram fechados acordos para o uso comercial da base de Alcântara, no Maranhão, para o lançamento de foguetes.","344,14","349,84"
bolsonaro_trump,jornal_da_band,"O fim da obrigatoriedade de vistos para americanos que viajarem para o Brasil e acertos para a cooperação nas fronteiras. Foram abertas ainda as conversas para o fim de salvaguardas a produtos em que o Brasil compete com os Estados Unidos, como carne, trigo e soja. O ministro da economia chegou a dizer a assessores que depois da viagem os investidores voltaram com força ao país.","350,42","372,76"
bolsonaro_trump,jornal_da_record,"Como manda a tradição, o presidente americano recebeu o visitante na porta da Casa Branca. Um rápido aperto de mão e ali começava o encontro entre os presidentes do Brasil e dos Estados Unidos, algo que não ocorria desde 2015. Antes da reunião privada, Jair Bolsonaro e Trump posaram para fotos no salão oval e trocaram presentes. O futebol entrou rapidamente em campo com a troca de camisas das seleções, uma para cada lado. Depois de cerca de 30 minutos de reuniões fechadas, Donald Trump e Jair Bolsonaro vieram até aqui, o Jardim da Casa Branca, e mostraram afinação em diversos assuntos.","1,22","38,04"
bolsonaro_trump,jornal_da_record,"O presidente americano prometeu apoiar a pretensão brasileira de entrar na OCDE, Organização de Cooperação para o Desenvolvimento Econômico.","38,1","47,06"
bolsonaro_trump,jornal_da_record,Jair Bolsonaro comemorou a principal reivindicação e retribuiu declarando apoio a Donald Trump nas eleições americanas do ano que vem.,"47,36","56,04"
bolsonaro_trump,jornal_da_record,"Eu acredito piamente na reeleição de Donald Trump. O povo que o apoiou no passado, assim como foi feito comigo no Brasil, repetirá esse voto com toda certeza.","56,28","73,76"
bolsonaro_trump,jornal_da_record,"Os dois também falaram na possibilidade do Brasil se tornar um aliado extra da OTAN, Organização do Tratado do Atlântico Norte, e comentaram, é claro, a situação da Venezuela.","74,3","84,94"
bolsonaro_trump,jornal_da_record,"Que for possível, fazemos juntos para solucionar o problema da ditadura venezuelana. O Brasil estará a postos para cumprir essa missão e levar liberdade e democracia à aquele país que há pouco era um dos países mais ricos da América do Sul.","85,36","103,32"
bolsonaro_trump,jornal_da_record,"E hoje o povo passa fome, sofre violência, sofre com falta de medicamentos.","104,1","110,98"
bolsonaro_trump,jornal_da_record,Uma coisa terrível que acontece lá e nós temos que somar esforço sim para botar um ponto final nessa questão que é ultrajante para o mundo todo.,"111,28","121,48"
bolsonaro_trump,jornal_da_record,Donald Trump voltou a dizer que não descarta uma intervenção militar e que todas as opções estão na mesa.,"121,96","128,5"
bolsonaro_trump,jornal_da_record,"Em entrevista após a visita oficial, o presidente Jair Bolsonaro insistiu em outras saídas. Diplomacia ou intervenção militar? Diplomacia em primeiro lugar, até as últimas consequências.","130,08","143,86"
bolsonaro_trump,jornal_da_record,"Bolsonaro disse ainda que se equivocou quando declarou em entrevista à Fox News que os imigrantes brasileiros que vivem nos Estados Unidos são mal intencionados. A boa parte tem boas intenções, a menor parte não. Eu vejo o equívoco da minha parte, peço desculpas. Agora tem muita gente que está ali de forma ilegal aqui.","144,22","162,42"
bolsonaro_trump,jornal_da_record,"Isso é uma questão de política interna deles, não é nossa. Mas Bolsonaro garantiu que o clima da conversa com Trump foi descontraído. Dois momentos com atração, gargalhadas, temos muita coisa em comum, temos cinco filhos, por exemplo, então temos também alguns problemas em comum.","162,88","180,08"
brumadinho,jornal_nacional,"Uma enxurrada de lama fez o Brasil inteiro relembrar hoje a tragédia ambiental e humana registrada pouco mais de 38 meses em Minas Gerais. De novo em Minas Gerais. De novo pelo rompimento de uma barragem de rejeitos de mineração da Vale, que acabou provocando o transbordamento de outras duas barragens. São os eventos dramáticos desta sexta-feira que você acompanha a partir de agora. No início da tarde, o mar de lama desceu por um vale cheio de sítios e vilarejos e saiu destruindo a vegetação, cobrindo as casas e revirando muitos carros. A lama destruiu praticamente tudo que ela encontrou pela frente. Aqui nesse ponto, dois pilares de sustentação do pontilhão da ferrovia foram abaixo e levaram junto mais de 100 metros da linha do trem. Era 1h20 da tarde quando os bombeiros confirmaram o rompimento de uma barragem de rejeitos da mina do feijão.","0,52","54,36"
brumadinho,jornal_nacional,"Ela ficava numa área rural a poucos quilômetros de Brumadinho, na região metropolitana de Belo Horizonte. Faz parte de um complexo de mineração da Vale, a empresa disse que a barragem tinha rejeitos de minério de ferro e não estava ativa desde 2015.","54,82","69,04"
brumadinho,jornal_nacional,Muitos funcionários estavam no refeitório. Ainda não se sabe quantas pessoas estavam no local.,"70,06","75,06"
brumadinho,jornal_nacional,"A barragem acabou de estourar em feijão. Acabou com tudo, cara. Tudo, tudo, tudo. O restaurante, todo mundo estava almoçando. Acabou com tudo. Olha para você ver. Em pouco tempo, a lama cobriu a área administrativa da Vale e parte da comunidade da Vila Ferteco.","78,0","97,32"
brumadinho,jornal_nacional,"Aproximadamente mil pessoas moram na região. Em Brumadinho, a polícia avisou aos moradores do rompimento e outras quatro cidades da região estão em alerta.","97,74","106,48"
brumadinho,jornal_nacional,"Estamos aqui em Brumadinho. Eu não sei o que aconteceu, mas está com cara de que alguma barragem aqui estourou. O volume de água que está passando ali não é brincadeira. A pista já foi interditada e está descendo muito rejeito de minério ali. Sabe-se Deus o que aconteceu. Logo aqui embaixo passa o Paropeba. Provavelmente isso vai cair tudo para o Paropeba. É muita coisa que está descendo. Muita coisa. Estourou a fiação toda. Estourou os postes. Aí, ó. Deus tem de piedade nossa.","107,08","168,58"
brumadinho,jornal_nacional,A imagem impressionante parece a repetição de uma cena de 2015 em Mariana com o rompimento da barragem de Fundão da Samarco.,"169,5","177,34"
brumadinho,jornal_nacional,"Essa lama tem uma consistência diferente daquela que a gente viu lá na barragem de Mariana. Ela parece que tem menos teor de água e nesse ponto aqui ela está bem estabilizada. Mas lá no meio a gente vê que ainda tem um rio de lama descendo. Olha lá. Essa barragem que se rompeu hoje é chamada de barragem amontante, mesmo tipo da barragem de Fundão.","177,66","196,22"
brumadinho,jornal_nacional,O alteamento delas é feito com o próprio rejeito e em direção à barragem. Especialistas em mineração alertam que elas são as mais comuns e mais baratas.,"196,56","205,92"
brumadinho,jornal_nacional,"No fim da tarde, o Ministério do Meio Ambiente declarou que outras duas barragens do complexo se romperam. Os bombeiros afirmaram que vazaram 13 milhões de metros cúbicos de rejeito de minério. Essa quantidade é um quarto do que vazou da barragem de Fundão, em Mariana, há três anos. As imagens de antes e depois do rompimento mostram a dimensão da destruição.","206,32","226,44"
brumadinho,jornal_nacional,"A lama seguiu rumo ao rio Paralpeba, um dos principais afluentes do São Francisco. Parte do abastecimento da região metropolitana de Belo Horizonte é feita com a captação da água do Paralpeba.","226,94","237,48"
brumadinho,jornal_nacional,"A Copás afirmou que está suspensa a captação da água do rio Paralpeba em Brumadinho e que o abastecimento da população atendida pelo sistema Paralpeba está sendo realizado por outras represas e pelo rio das Velhas. No início da noite, o governador de Minas, Romeu Zema do Novo, chegou ao local da tragédia com o ministro do Meio Ambiente, Ricardo Salles.","237,94","257,02"
brumadinho,jornal_nacional,"O presidente da Vale, Fábio Schwartman, disse que vai investigar as causas da tragédia, que classificou como inaceitável.","257,42","263,48"
brumadinho,jornal_nacional,"Nós não sabemos a extensão ainda, nós não sabemos a causa, mas o que eu quero dividir com vocês é a nossa consternação, a nossa profundo pesar pelo que aconteceu. Não existem palavras que possam explicar a dor que eu estou sentindo, pelo que terá sido causado as vítimas, se elas existirem, porque nesse volume de coisas que acontecem, certamente tem.","263,7","294,98"
brumadinho,jornal_nacional,"A nossa preocupação, a minha preocupação avale como um todo, vai se preocupar profundamente com as vítimas, a resgatar as pessoas, atender as pessoas, fazer tudo o que tiver o seu alcance para tentar enfrentar essa situação inimaginável.","295,1","313,9"
brumadinho,jornal_nacional,"Não importa qual seja a causa, isso é inaceitável. Nós vamos fazer uma investigação rápida e profunda para descobrir o que aconteceu e vamos tomar as providências todas que forem necessárias.","314,18","326,82"
brumadinho,jornal_da_band,"É a que se repete em Minas Gerais, três anos depois do desastre de Mariana, outras barragens de rejeitos de mineração da Vale se romperam, atingindo uma comunidade na cidade de Brumadinho, na Grande Belo Horizonte.","0,0","12,86"
brumadinho,jornal_da_band,"Bombeiros estimam em até 300 o número de desaparecidos. Segundo a mineradora, funcionários trabalhavam no local no momento do desastre.","13,04","22,06"
brumadinho,jornal_da_band,"As imagens gravadas do alto dão a dimensão da tragédia. A lama tomou conta do entorno da mina de ferro da Vale em Brumadinho. Com o rompimento da barragem, no início da tarde de hoje, casas foram destruídas, acessos à região foram interditados e moradores tiveram que ser retirados de zonas de risco.","25,36","50,94"
brumadinho,jornal_da_band,O corpo de bombeiros e a defesa civil trabalham na região. Helicópteros da polícia sobrevoam a área atingida em busca de vítimas.,"53,6","62,46"
brumadinho,jornal_da_band,"A mina córrego do Feijão fica em Brumadinho, a 50 quilômetros de Belo Horizonte, e tem uma barragem para rejeitos com 1 milhão de metros cúbicos. Pelas fotos, é possível ver como a região era e como ficou depois do rompimento. Moradores gravaram vídeos mostrando a área tomada pela lama. A barragem acabou de estourar em feijão, acabou com tudo, cara. Tudo, tudo, tudo. Restaurante, todo mundo estava almoçando. Acabou com tudo. Olha para você ver. Neste, dá para ver a enxurrada de lama. O volume de água que está passando ali não é brincadeira. A pista já foi interditada e está descendo muito rejeito de minério ali. Segundo a Vale, os rejeitos atingiram principalmente uma área administrativa da companhia. A empresa afirma que como havia funcionários no local, no momento em que a barragem se rompeu, existe a possibilidade de vítimas. A comunidade vizinha da Vila Ferteco também foi atingida. Eu vi o vizinho daqui de cima gritando, a barragem estourou da Vale, corre gente, corre gente. Aí todo mundo saiu correndo. E eu vim nesse desespero, vim nessa direção aqui, porque aqui é mais alto. E a onda? E a onda vindo ali quebrando tudo, os matos quebrando tudo. Não teve alarme. A senhora não ouviu nada? Não, não, não, não, não, não. Nada, não gritou nada. Neste ponto onde eu estou, havia uma rua e dezenas de casas dos dois lados. A lama levou quase tudo. Sobraram apenas aqueles imóveis lá na frente.","69,7","177,96"
brumadinho,jornal_da_band,O mar de lama arrastou uma estrutura de concreto desta ponte e destruiu os trilhos da linha férrea.,"178,62","185,12"
brumadinho,jornal_da_band,"O centro de Brumadinho foi esvaziado e cidades vizinhas estão em estado de alerta. O Instituto em Iotim, que fica a cerca de 6 quilômetros de onde a barragem se rompeu, não foi atingido pela lama.","191,1","207,2"
brumadinho,jornal_da_band,Mas funcionários e visitantes foram retirados do local por precaução. As causas do acidente ainda serão investigadas.,"207,6","215,06"
brumadinho,jornal_da_band,Não há chuva significativa na região há quase três semanas. Um relatório da Agência Nacional das Águas divulgado no fim de 2018 apontou 45 barragens com risco de rompimento no país.,"215,9","232,84"
brumadinho,jornal_da_band,"Cinco delas em Minas. Mas a de córrego do feijão, que se rompeu nesta sexta-feira, não estava na lista.","233,32","240,32"
brumadinho,jornal_da_record,"Você viu aí o relato à narração dos próprios moradores e operários da mineradora no momento em que perceberam o acidente. Nós vamos voltar ao vivo abrumadinho, mas agora para falar com o repórter Eduardo Ribeiro que está lá em um ponto de apoio às vítimas.","0,22","15,02"
brumadinho,jornal_da_record,"Não é isso, Eduardo? Boa noite para você. Quais as informações sobre as buscas? É possível que haja buscas durante a noite?","15,18","21,36"
brumadinho,jornal_da_record,"Sem dúvida, é possível e as buscas estão acontecendo, por isso uma equipe técnica específica com mais iluminação tem chegado aqui à área da mineradora. Eu falo de Brumadinho, que é uma cidade com cerca de 30 mil habitantes, mas territorialmente muito maior que isso. Caberiam três belos horizontes no território da cidade de Brumadinho e na beira de uma das estradas que dão acesso à mineradora. O entre-sai é bastante grande, eu cruzei no caminho de Belo Horizonte até aqui com muitos carros da defesa civil, ambulâncias ainda fazendo resgates e sobretudo socorrendo pessoas que estão sem assistência nesse instante ainda contando apenas com ajuda de voluntários.","23,2","66,96"
brumadinho,jornal_da_record,"O governador de Minas Gerais, Romeu Zema, deixou aqui a área afetada pelo vazamento da barragem e voltou a Belo Horizonte onde se reúne nesse instante com promotores de justiça. É uma reunião no Ministério Público Estadual, o governo do estado acaba de assinar uma multa contra a mineradora Vale. Já um auto de infração que acaba de ser assinado pelo secretário do meio ambiente em conjunto com o governador está sendo arbitrado um valor de multa com uma lista de exigências, mas a decisão nesse instante é pela interrupção de todo o trabalho da mineradora em várias barragens desta região.","67,16","106,08"
brumadinho,jornal_da_record,A menos de dois quilômetros de onde eu falo nesse instante existe uma outra barragem se ela também tivesse transbordado como as outras duas depois do rompimento da primeira também aqui haveria repercussão muito séria.,"106,3","118,38"
brumadinho,jornal_da_record,"É um cenário bastante triste e o caminho de Belo Horizonte até aqui foi um caminho de rememorar, de lembrar a tragédia de Mariana de apenas três anos e dois meses atrás com muito parecido roteiro na verdade.","118,44","133,86"
brumadinho,jornal_da_record,O rompimento de uma barragem com muito pouco aviso aqueles que estavam em volta e sobretudo uma barragem da década de 70 que ainda que bem conservada ficava logo acima da área de um refeitório e também de um escritório onde havia cerca de 500 pessoas no momento do estouro da barragem muitos funcionários terceirizados.,"134,04","158,22"
brumadinho,jornal_da_record,Eu conversei agora pouco com engenheiros de Minas que trabalharam nesta em outras barragens aqui de Minas Gerais um número para que nosso telespectador tem ideia existem catalogadas 736 barragens tanto de hidrelétricas quanto de minério de ferro aqui nessa região de Minas. Então os engenheiros de Minas estão muito preocupados agora primeiro obviamente há que se procurar sobreviventes o tempo que passa é a verdade que foge nesse instante para todas as equipes de resgate.,"158,28","187,62"
brumadinho,jornal_da_record,Há uma lista de que já passa de 200 nomes divulgados pelo governo do estado de pessoas resgatadas com vida e que estão procurando por outros parentes.,"187,78","196,6"
brumadinho,jornal_da_record,Havia muitas famílias inteiras que trabalhavam ou prestavam serviços indiretos à mineradora.,"196,6","201,96"
brumadinho,jornal_da_record,Então nesse instante os técnicos se debruçam sobre o que é que sobrou da barragem. Será possível chegar até pontos concretos que levem a entender qual é a causa que nem mesmo o presidente da Vale conseguiu descrever. Não houve o soo o alarme foi foi possível avisar as pessoas com alguma antecedência todos os moradores com quem eu conversei aqui na entrada desse abrigo de voluntários me disseram que não então eles estão na expectativa de respostas concretas e sobretudo por nomes sinais de vida que surgem durante a madrugada aqui na cidade de Brumadinho numa das regiões bastante ricas do estado geradoras de exportação de minério de ferro mas numa mina que já estava praticamente sendo encerrada ou você faz o beneficiamento do minério aúmido com muita água que é o que acontecia aqui ou então a seco o que ainda é em comum nessa região do estado. Portanto agora é uma é um momento de busca por informações ainda desencontradas é verdade Adriana.,"202,1","264,42"
brumadinho,jornal_da_record,Eduardo eu já sigo falando com você só aproveitando que você citou a lembrança claro inesquecível desastre de mariana só para que as pessoas possam entender essa barragem de feijão que arrebentou hoje na região de brumadinho ela tinha estava inativa desde 2015 e tinha o equivalente a 12 milhões de metros cúbicos de lama de rejeitos da mineração e a barragem de mariana tinha 50 milhões de metros cúbicos ou seja a barragem que rompeu hoje Eduardo tinha um quarto digamos assim do tamanho do volume de rejeitos da barragem de mariana ainda é cedo para a gente falar da dimensão do desastre ambiental o de mariana foi o maior desastre já registrado sem precedentes mas esse é sim um desastre que representa em volume de rejeitos um quarto do que foi mariana e em vítimas pode ser inclusive maior em mariana foram 19 mortos nós temos sete mortes confirmadas mas 150 desaparecidos justamente porque aconteceu na hora do almoço quando muitos operários estavam no refeitório que foi atingido pela lama e portanto temos 150 desaparecidos ao longo da tarde eduardo havia toda uma aflição das famílias que queriam a lista dos nomes de quem estava dentro da mineradora próxima barragem no momento do rompimento e a vale não divulgou essa lista se diz que teve acesso a pessoas que estão aí próximas ansiosas por informações qual é a situação dessas famílias nesse momento bom nesse abrigo coordenado basicamente por voluntários numa escola municipal o que a gente tem é um trabalho de formiguinha de todas as pessoas muito por aplicativos de mensagem pelo celular onde ainda pega internet essa é uma região rural de difícil acesso e as informações que são sempre estão chegando até aqui é justamente a divulgação oficial de uma lista que tinha 182 nomes até meia hora de pessoas que foram resgatadas com vida ainda assim nós temos pelo menos 150 desaparecidos pelas informações da própria mineradora o que há de se dizer aqui também é que apesar da mineradora da mina da barragem estar sem uso desde 2015 estar em caminho de desativação que eles chamam de descomissionamento quando você está prestes a fechar uma barragem ainda assim trata-se de uma obra de engenharia enorme colossal imagine um paredão de 70 metros equivalente a um prédio de 20 andares com em contato permanente com milhões e milhões de toneladas de rejeito que é basicamente o que resta do beneficiamento do minério de ferro a barragem nada mais é do que o vaso sanitário da mineradora é para lá que vai tudo que não tem importância comercial isso tudo pesa e pesa muito apesar da vale ter divulgado que em janeiro deste ano recebeu um laudo completo de que havia condições técnicas para manutenção desse peso a estabilidade da barragem ainda há muito que se investigar e essa investigação está nesse instante sendo discutida em belo horizonte em conjunto pelo governador mineiro e o ministério público estadual adriana,"264,5","452,12"
